"거래구분별(1)","투자자별(1)","투자자별(2)",시점,데이터
"거래대금","기타법인","매수 (백만원)",2018.10,3712798
"거래대금","기타법인","매수 (백만원)",2018.11,1519027
"거래대금","기타법인","매수 (백만원)",2018.12,1455775
"거래대금","기타법인","매수 (백만원)",2019.01,1420071
"거래대금","기타법인","매수 (백만원)",2019.02,1320124
"거래대금","기타법인","매수 (백만원)",2019.03,3072037
"거래대금","기타법인","매수 (백만원)",2019.04,1509266
"거래대금","기타법인","매수 (백만원)",2019.05,1371958
"거래대금","기타법인","매수 (백만원)",2019.06,945668
"거래대금","기타법인","매수 (백만원)",2019.07,1099344
"거래대금","기타법인","매수 (백만원)",2019.08,1466548
"거래대금","기타법인","매수 (백만원)",2019.09,1173691
"거래대금","기타법인","매수 (백만원)",2019.10,1595695
"거래대금","기타법인","매수 (백만원)",2019.11,1818705
"거래대금","기타법인","매수 (백만원)",2019.12,1636577
"거래대금","기타법인","매수 (백만원)",2020.01,1712396
"거래대금","기타법인","매수 (백만원)",2020.02,3994137
"거래대금","기타법인","매수 (백만원)",2020.03,3490405
"거래대금","기타법인","매수 (백만원)",2020.04,2652156
"거래대금","기타법인","매수 (백만원)",2020.05,2672999
"거래대금","기타법인","매수 (백만원)",2020.06,3450144
"거래대금","기타법인","매수 (백만원)",2020.07,3140622
"거래대금","기타법인","매수 (백만원)",2020.08,4082033
"거래대금","기타법인","매수 (백만원)",2020.09,3874409
"거래대금","기타법인","매수 (백만원)",2020.10,3138961
"거래대금","기타법인","매수 (백만원)",2020.11,3586523
"거래대금","기타법인","매수 (백만원)",2020.12,5205391
"거래대금","기타법인","매수 (백만원)",2021.01,6254191
"거래대금","기타법인","매수 (백만원)",2021.02,3589443
"거래대금","기타법인","매수 (백만원)",2021.03,4053842
"거래대금","기타법인","매수 (백만원)",2021.04,4093995
"거래대금","기타법인","매수 (백만원)",2021.05,3338282
"거래대금","기타법인","매수 (백만원)",2021.06,3834446
"거래대금","기타법인","매수 (백만원)",2021.07,3472588
"거래대금","기타법인","매수 (백만원)",2021.08,3544095
"거래대금","기타법인","매수 (백만원)",2021.09,3322242
"거래대금","기타법인","매수 (백만원)",2021.10,3004021
"거래대금","기타법인","매수 (백만원)",2021.11,3927832
"거래대금","기타법인","매수 (백만원)",2021.12,4485384
"거래대금","기타법인","매수 (백만원)",2022.01,3109871
"거래대금","기타법인","매수 (백만원)",2022.02,2618904
"거래대금","기타법인","매수 (백만원)",2022.03,2619003
"거래대금","기타법인","매수 (백만원)",2022.04,2583207
"거래대금","기타법인","매수 (백만원)",2022.05,2601571
"거래대금","기타법인","매수 (백만원)",2022.06,3203148
"거래대금","기타법인","매수 (백만원)",2022.07,1951027
"거래대금","기타법인","매수 (백만원)",2022.08,2488684
"거래대금","기타법인","매수 (백만원)",2022.09,1911534
"거래대금","기타법인","매수 (백만원)",2022.10,1649206
"거래대금","기타법인","매수 (백만원)",2022.11,2913605
"거래대금","기타법인","매수 (백만원)",2022.12,2494511
"거래대금","기타법인","매수 (백만원)",2023.01,1982437
"거래대금","기타법인","매수 (백만원)",2023.02,3274886
"거래대금","기타법인","매수 (백만원)",2023.03,4190000
"거래대금","기타법인","매수 (백만원)",2023.04,4000257
"거래대금","기타법인","매수 (백만원)",2023.05,2497440
"거래대금","기타법인","매수 (백만원)",2023.06,2962792
"거래대금","기타법인","매수 (백만원)",2023.07,4469963
"거래대금","기타법인","매수 (백만원)",2023.08,3867358
"거래대금","기타법인","매수 (백만원)",2023.09,2914113
"거래대금","기타법인","매수 (백만원)",2023.10,2310785
"거래대금","기타법인","매수 (백만원)",2023.11,3212491
"거래대금","기타법인","매수 (백만원)",2023.12,3662686
"거래대금","기타법인","매수 (백만원)",2024.01,3247681
"거래대금","기타법인","매수 (백만원)",2024.02,3782328
"거래대금","기타법인","매수 (백만원)",2024.03,4852994
"거래대금","기타법인","매수 (백만원)",2024.04,3966096
"거래대금","기타법인","매수 (백만원)",2024.05,3956427
"거래대금","기타법인","매수 (백만원)",2024.06,3684160
"거래대금","기타법인","순매수 (백만원)",2018.07,-230058
"거래대금","기타법인","순매수 (백만원)",2018.08,493479
"거래대금","기타법인","순매수 (백만원)",2018.09,-468048
"거래대금","기타법인","순매수 (백만원)",2018.10,297802
"거래대금","기타법인","순매수 (백만원)",2018.11,223288
"거래대금","기타법인","순매수 (백만원)",2018.12,96128
"거래대금","기타법인","순매수 (백만원)",2019.01,-147451
"거래대금","기타법인","순매수 (백만원)",2019.02,-66621
"거래대금","기타법인","순매수 (백만원)",2019.03,-312614
"거래대금","기타법인","순매수 (백만원)",2019.04,-229755
"거래대금","기타법인","순매수 (백만원)",2019.05,-2482
"거래대금","기타법인","순매수 (백만원)",2019.06,-477296
"거래대금","기타법인","순매수 (백만원)",2019.07,-296791
"거래대금","기타법인","순매수 (백만원)",2019.08,276015
"거래대금","기타법인","순매수 (백만원)",2019.09,-3470
"거래대금","기타법인","순매수 (백만원)",2019.10,249160
"거래대금","기타법인","순매수 (백만원)",2019.11,474051
"거래대금","기타법인","순매수 (백만원)",2019.12,115453
"거래대금","기타법인","순매수 (백만원)",2020.01,154331
"거래대금","기타법인","순매수 (백만원)",2020.02,517684
"거래대금","기타법인","순매수 (백만원)",2020.03,1170052
"거래대금","기타법인","순매수 (백만원)",2020.04,-87002
"거래대금","기타법인","순매수 (백만원)",2020.05,-130649
"거래대금","기타법인","순매수 (백만원)",2020.06,-518700
"거래대금","기타법인","순매수 (백만원)",2020.07,-812352
"거래대금","기타법인","순매수 (백만원)",2020.08,-296435
"거래대금","기타법인","순매수 (백만원)",2020.09,-594131
"거래대금","기타법인","순매수 (백만원)",2020.10,-526533
"거래대금","기타법인","순매수 (백만원)",2020.11,-939914
"거래대금","기타법인","순매수 (백만원)",2020.12,-940236
"거래대금","기타법인","순매수 (백만원)",2021.01,-431639
"거래대금","기타법인","순매수 (백만원)",2021.02,-1541402
"거래대금","기타법인","순매수 (백만원)",2021.03,-455000
"거래대금","기타법인","순매수 (백만원)",2021.04,-910458
"거래대금","기타법인","순매수 (백만원)",2021.05,-360352
"거래대금","기타법인","순매수 (백만원)",2021.06,-872325
"거래대금","기타법인","순매수 (백만원)",2021.07,-474967
"거래대금","기타법인","순매수 (백만원)",2021.08,-1760126
"거래대금","기타법인","순매수 (백만원)",2021.09,30320
"거래대금","기타법인","순매수 (백만원)",2021.10,-106036
"거래대금","기타법인","순매수 (백만원)",2021.11,-46781
"거래대금","기타법인","순매수 (백만원)",2021.12,-105430
"거래대금","기타법인","순매수 (백만원)",2022.01,177671
"거래대금","기타법인","순매수 (백만원)",2022.02,351499
"거래대금","기타법인","순매수 (백만원)",2022.03,-234328
"거래대금","기타법인","순매수 (백만원)",2022.04,-173611
"거래대금","기타법인","순매수 (백만원)",2022.05,-203152
"거래대금","기타법인","순매수 (백만원)",2022.06,440495
"거래대금","기타법인","순매수 (백만원)",2022.07,27095
"거래대금","기타법인","순매수 (백만원)",2022.08,-1041359
"거래대금","기타법인","순매수 (백만원)",2022.09,98580
"거래대금","기타법인","순매수 (백만원)",2022.10,209226
"거래대금","기타법인","순매수 (백만원)",2022.11,-287118
"거래대금","기타법인","순매수 (백만원)",2022.12,204227
"거래대금","기타법인","순매수 (백만원)",2023.01,-226199
"거래대금","기타법인","순매수 (백만원)",2023.02,306855
"거래대금","기타법인","순매수 (백만원)",2023.03,-37758
"거래대금","기타법인","순매수 (백만원)",2023.04,-554303
"거래대금","기타법인","순매수 (백만원)",2023.05,-243624
"거래대금","기타법인","순매수 (백만원)",2023.06,-771341
"거래대금","기타법인","순매수 (백만원)",2023.07,-133372
"거래대금","기타법인","순매수 (백만원)",2023.08,-14195
"거래대금","기타법인","순매수 (백만원)",2023.09,86442
"거래대금","기타법인","순매수 (백만원)",2023.10,62049
"거래대금","기타법인","순매수 (백만원)",2023.11,-465387
"거래대금","기타법인","순매수 (백만원)",2023.12,-448828
"거래대금","기타법인","순매수 (백만원)",2024.01,-557459
"거래대금","기타법인","순매수 (백만원)",2024.02,-590542
"거래대금","기타법인","순매수 (백만원)",2024.03,-8304
"거래대금","기타법인","순매수 (백만원)",2024.04,-302928
"거래대금","기타법인","순매수 (백만원)",2024.05,-965656
"거래대금","기타법인","순매수 (백만원)",2024.06,-674858
"거래대금","개인","매도 (백만원)",2018.07,120993200
"거래대금","개인","매도 (백만원)",2018.08,121304201
"거래대금","개인","매도 (백만원)",2018.09,117709437
"거래대금","개인","매도 (백만원)",2018.10,114259093
"거래대금","개인","매도 (백만원)",2018.11,108866207
"거래대금","개인","매도 (백만원)",2018.12,97930380
"거래대금","개인","매도 (백만원)",2019.01,132017302
"거래대금","개인","매도 (백만원)",2019.02,103034067
"거래대금","개인","매도 (백만원)",2019.03,115262035
"거래대금","개인","매도 (백만원)",2019.04,141618645
"거래대금","개인","매도 (백만원)",2019.05,125671002
"거래대금","개인","매도 (백만원)",2019.06,110250054
"거래대금","개인","매도 (백만원)",2019.07,132580490
"거래대금","개인","매도 (백만원)",2019.08,115362133
"거래대금","개인","매도 (백만원)",2019.09,104708111
"거래대금","개인","매도 (백만원)",2019.10,140475192
"거래대금","개인","매도 (백만원)",2019.11,146857693
"거래대금","개인","매도 (백만원)",2019.12,116892720
"거래대금","개인","매도 (백만원)",2020.01,152048548
"거래대금","개인","매도 (백만원)",2020.02,182831290
"거래대금","개인","매도 (백만원)",2020.03,268913384
"거래대금","개인","매도 (백만원)",2020.04,322842414
"거래대금","개인","매도 (백만원)",2020.05,292456426
"거래대금","개인","매도 (백만원)",2020.06,404574862
"거래대금","개인","매도 (백만원)",2020.07,435317753
"거래대금","개인","매도 (백만원)",2020.08,487449524
"거래대금","개인","매도 (백만원)",2020.09,476514850
"거래대금","개인","매도 (백만원)",2020.10,303674184
"거래대금","개인","매도 (백만원)",2020.11,448292091
"거래대금","개인","매도 (백만원)",2020.12,549339128
"거래대금","개인","매도 (백만원)",2021.01,606545650
"거래대금","개인","매도 (백만원)",2021.02,424321754
"거래대금","개인","매도 (백만원)",2021.03,417419766
"거래대금","개인","매도 (백만원)",2021.04,476613146
"거래대금","개인","매도 (백만원)",2021.05,338334008
"거래대금","개인","매도 (백만원)",2021.06,448630582
"거래대금","개인","매도 (백만원)",2021.07,436066879
"거래대금","개인","매도 (백만원)",2021.08,413994577
"거래대금","개인","매도 (백만원)",2021.09,334768843
"거래대금","개인","매도 (백만원)",2021.10,302096441
"거래대금","개인","매도 (백만원)",2021.11,379311787
"거래대금","개인","매도 (백만원)",2021.12,326037384
"거래대금","개인","매도 (백만원)",2022.01,269726529
"거래대금","개인","매도 (백만원)",2022.02,221139246
"거래대금","개인","매도 (백만원)",2022.03,282478782
"거래대금","개인","매도 (백만원)",2022.04,275282831
"거래대금","개인","매도 (백만원)",2022.05,237810731
"거래대금","개인","매도 (백만원)",2022.06,204375554
"거래대금","개인","매도 (백만원)",2022.07,181626313
"거래대금","개인","매도 (백만원)",2022.08,209926723
"거래대금","개인","매도 (백만원)",2022.09,175508342
"거래대금","개인","매도 (백만원)",2022.10,148357985
"거래대금","개인","매도 (백만원)",2022.11,202637374
"거래대금","개인","매도 (백만원)",2022.12,155054715
"거래대금","개인","매도 (백만원)",2023.01,169141992
"거래대금","개인","매도 (백만원)",2023.02,236468719
"거래대금","개인","매도 (백만원)",2023.03,333333457
"거래대금","개인","매도 (백만원)",2023.04,374836772
"거래대금","개인","매도 (백만원)",2023.05,245912114
"거래대금","개인","매도 (백만원)",2023.06,272255159
"거래대금","개인","매도 (백만원)",2023.07,388205288
"거래대금","개인","매도 (백만원)",2023.08,348500365
"거래대금","개인","매도 (백만원)",2023.09,244993290
"거래대금","개인","매도 (백만원)",2023.10,169567046
"거래대금","개인","매도 (백만원)",2023.11,234156450
"거래대금","개인","매도 (백만원)",2023.12,256946567
"거래대금","개인","매도 (백만원)",2024.01,292512638
"거래대금","개인","매도 (백만원)",2024.02,285163103
"거래대금","개인","매도 (백만원)",2024.03,305133953
"거래대금","개인","매도 (백만원)",2024.04,277648749
"거래대금","개인","매도 (백만원)",2024.05,279136706
"거래대금","개인","매도 (백만원)",2024.06,275713856
"거래대금","개인","매수 (백만원)",2018.07,121626796
"거래대금","개인","매수 (백만원)",2018.08,120801044
"거래대금","개인","매수 (백만원)",2018.09,117869753
"거래대금","개인","매수 (백만원)",2018.10,116009518
"거래대금","개인","매수 (백만원)",2018.11,109772353
"거래대금","개인","매수 (백만원)",2018.12,96349852
"거래대금","개인","매수 (백만원)",2019.01,129781563
"거래대금","개인","매수 (백만원)",2019.02,102074031
"거래대금","개인","매수 (백만원)",2019.03,116517321
"거래대금","개인","매수 (백만원)",2019.04,140072971
"거래대금","개인","매수 (백만원)",2019.05,129308845
"거래대금","개인","매수 (백만원)",2019.06,109043408
"거래대금","개인","매수 (백만원)",2019.07,132125902
"거래대금","개인","매수 (백만원)",2019.08,115664101
"거래대금","개인","매수 (백만원)",2019.09,104066750
"거래대금","개인","매수 (백만원)",2019.10,140220664
"거래대금","개인","매수 (백만원)",2019.11,148293824
"거래대금","개인","매수 (백만원)",2019.12,112076067
"거래대금","개인","매수 (백만원)",2020.01,158321087
"거래대금","개인","매수 (백만원)",2020.02,188870031
"거래대금","개인","매수 (백만원)",2020.03,280403468
"거래대금","개인","매수 (백만원)",2020.04,328373637
"거래대금","개인","매수 (백만원)",2020.05,297517094
"거래대금","개인","매수 (백만원)",2020.06,409870067
"거래대금","개인","매수 (백만원)",2020.07,439192014
"거래대금","개인","매수 (백만원)",2020.08,495139415
"거래대금","개인","매수 (백만원)",2020.09,484143580
"거래대금","개인","매수 (백만원)",2020.10,306890136
"거래대금","개인","매수 (백만원)",2020.11,446153045
"거래대금","개인","매수 (백만원)",2020.12,553304888
"거래대금","개인","매수 (백만원)",2021.01,632416233
"거래대금","개인","매수 (백만원)",2021.02,433917415
"거래대금","개인","매수 (백만원)",2021.03,425021422
"거래대금","개인","매수 (백만원)",2021.04,483657730
"거래대금","개인","매수 (백만원)",2021.05,346120050
"거래대금","개인","매수 (백만원)",2021.06,453991506
"거래대금","개인","매수 (백만원)",2021.07,445096344
"거래대금","개인","매수 (백만원)",2021.08,420984368
"거래대금","개인","매수 (백만원)",2021.09,339411587
"거래대금","개인","매수 (백만원)",2021.10,305009941
"거래대금","개인","매수 (백만원)",2021.11,376924042
"거래대금","개인","매수 (백만원)",2021.12,318521703
"거래대금","개인","매수 (백만원)",2022.01,276930222
"거래대금","개인","매수 (백만원)",2022.02,222210923
"거래대금","개인","매수 (백만원)",2022.03,288413508
"거래대금","개인","매수 (백만원)",2022.04,283791551
"거래대금","개인","매수 (백만원)",2022.05,237423198
"거래대금","개인","매수 (백만원)",2022.06,209862996
"거래대금","개인","매수 (백만원)",2022.07,181547786
"거래대금","개인","매수 (백만원)",2022.08,210669863
"거래대금","개인","매수 (백만원)",2022.09,178258775
"거래대금","개인","매수 (백만원)",2022.10,145748201
"거래대금","개인","매수 (백만원)",2022.11,199085199
"거래대금","개인","매수 (백만원)",2022.12,155352088
"거래대금","개인","매수 (백만원)",2023.01,163390240
"거래대금","개인","매수 (백만원)",2023.02,239060521
"거래대금","개인","매수 (백만원)",2023.03,334941100
"거래대금","개인","매수 (백만원)",2023.04,376923292
"거래대금","개인","매수 (백만원)",2023.05,241727951
"거래대금","개인","매수 (백만원)",2023.06,273908784
"거래대금","개인","매수 (백만원)",2023.07,390099528
"거래대금","개인","매수 (백만원)",2023.08,352259195
"거래대금","개인","매수 (백만원)",2023.09,247315239
"거래대금","개인","매수 (백만원)",2023.10,171801720
"거래대금","개인","매수 (백만원)",2023.11,227775235
"거래대금","개인","매수 (백만원)",2023.12,249288685
"거래대금","개인","매수 (백만원)",2024.01,296989191
"거래대금","개인","매수 (백만원)",2024.02,278477353
"거래대금","개인","매수 (백만원)",2024.03,299611777
"거래대금","개인","매수 (백만원)",2024.04,279439194
"거래대금","개인","매수 (백만원)",2024.05,279775020
"거래대금","개인","매수 (백만원)",2024.06,273636610
"거래대금","개인","순매수 (백만원)",2018.07,633597
"거래대금","개인","순매수 (백만원)",2018.08,-503157
"거래대금","개인","순매수 (백만원)",2018.09,160316
"거래대금","개인","순매수 (백만원)",2018.10,1750425
"거래대금","개인","순매수 (백만원)",2018.11,906147
"거래대금","개인","순매수 (백만원)",2018.12,-1580528
"거래대금","개인","순매수 (백만원)",2019.01,-2235740
"거래대금","개인","순매수 (백만원)",2019.02,-960035
"거래대금","개인","순매수 (백만원)",2019.03,1255286
"거래대금","개인","순매수 (백만원)",2019.04,-1545674
"거래대금","개인","순매수 (백만원)",2019.05,3637844
"거래대금","개인","순매수 (백만원)",2019.06,-1206646
"거래대금","개인","순매수 (백만원)",2019.07,-454588
"거래대금","개인","순매수 (백만원)",2019.08,301968
"거래대금","개인","순매수 (백만원)",2019.09,-641361
"거래대금","개인","순매수 (백만원)",2019.10,-254528
"거래대금","개인","순매수 (백만원)",2019.11,1436131
"거래대금","개인","순매수 (백만원)",2019.12,-4816654
"거래대금","개인","순매수 (백만원)",2020.01,6272539
"거래대금","개인","순매수 (백만원)",2020.02,6038741
"거래대금","개인","순매수 (백만원)",2020.03,11490084
"거래대금","개인","순매수 (백만원)",2020.04,5531223
"거래대금","개인","순매수 (백만원)",2020.05,5060668
"거래대금","개인","순매수 (백만원)",2020.06,5295205
"거래대금","개인","순매수 (백만원)",2020.07,3874261
"거래대금","개인","순매수 (백만원)",2020.08,7689891
"거래대금","개인","순매수 (백만원)",2020.09,7628731
"거래대금","개인","순매수 (백만원)",2020.10,3215952
"거래대금","개인","순매수 (백만원)",2020.11,-2139046
"거래대금","개인","순매수 (백만원)",2020.12,3965760
"거래대금","개인","순매수 (백만원)",2021.01,25870583
"거래대금","개인","순매수 (백만원)",2021.02,9595661
"거래대금","개인","순매수 (백만원)",2021.03,7601656
"거래대금","개인","순매수 (백만원)",2021.04,7044584
"거래대금","개인","순매수 (백만원)",2021.05,7786042
"거래대금","개인","순매수 (백만원)",2021.06,5360924
"거래대금","개인","순매수 (백만원)",2021.07,9029465
"거래대금","개인","순매수 (백만원)",2021.08,6989791
"거래대금","개인","순매수 (백만원)",2021.09,4642744
"거래대금","개인","순매수 (백만원)",2021.10,2913500
"거래대금","개인","순매수 (백만원)",2021.11,-2387745
"거래대금","개인","순매수 (백만원)",2021.12,-7515680
"거래대금","개인","순매수 (백만원)",2022.01,7203693
"거래대금","개인","순매수 (백만원)",2022.02,1071677
"거래대금","개인","순매수 (백만원)",2022.03,5934726
"거래대금","개인","순매수 (백만원)",2022.04,8508719
"거래대금","개인","순매수 (백만원)",2022.05,-387534
"거래대금","개인","순매수 (백만원)",2022.06,5487442
"거래대금","개인","순매수 (백만원)",2022.07,-78527
"거래대금","개인","순매수 (백만원)",2022.08,743140
"거래대금","개인","순매수 (백만원)",2022.09,2750434
"거래대금","개인","순매수 (백만원)",2022.10,-2609784
"거래대금","개인","순매수 (백만원)",2022.11,-3552175
"거래대금","개인","순매수 (백만원)",2022.12,297373
"거래대금","개인","순매수 (백만원)",2023.01,-5751752
"거래대금","개인","순매수 (백만원)",2023.02,2591802
"거래대금","개인","순매수 (백만원)",2023.03,1607643
"거래대금","개인","순매수 (백만원)",2023.04,2086519
"거래대금","개인","순매수 (백만원)",2023.05,-4184163
"거래대금","개인","순매수 (백만원)",2023.06,1653626
"거래대금","개인","순매수 (백만원)",2023.07,1894240
"거래대금","개인","순매수 (백만원)",2023.08,3758830
"거래대금","개인","순매수 (백만원)",2023.09,2321949
"거래대금","개인","순매수 (백만원)",2023.10,2234674
"거래대금","개인","순매수 (백만원)",2023.11,-6381214
"거래대금","개인","순매수 (백만원)",2023.12,-7657882
"거래대금","개인","순매수 (백만원)",2024.01,4476553
"거래대금","개인","순매수 (백만원)",2024.02,-6685750
"거래대금","개인","순매수 (백만원)",2024.03,-5522176
"거래대금","개인","순매수 (백만원)",2024.04,1790444
"거래대금","개인","순매수 (백만원)",2024.05,638314
"거래대금","개인","순매수 (백만원)",2024.06,-2077246
"거래대금","외국인","매도 (백만원)",2018.07,42050412
"거래대금","외국인","매도 (백만원)",2018.08,37548951
"거래대금","외국인","매도 (백만원)",2018.09,37406875
"거래대금","외국인","매도 (백만원)",2018.10,49515682
"거래대금","외국인","매도 (백만원)",2018.11,42647912
"거래대금","외국인","매도 (백만원)",2018.12,34222294
"거래대금","외국인","매도 (백만원)",2019.01,37221600
"거래대금","외국인","매도 (백만원)",2019.02,32732691
"거래대금","외국인","매도 (백만원)",2019.03,37385520
"거래대금","외국인","매도 (백만원)",2019.04,36403409
"거래대금","외국인","매도 (백만원)",2019.05,46002416
"거래대금","외국인","매도 (백만원)",2019.06,32659929
"거래대금","외국인","매도 (백만원)",2019.07,34777005
"거래대금","외국인","매도 (백만원)",2019.08,39975355
"거래대금","외국인","매도 (백만원)",2019.09,32571631
"거래대금","외국인","매도 (백만원)",2019.10,38184837
"거래대금","외국인","매도 (백만원)",2019.11,41900550
"거래대금","외국인","매도 (백만원)",2019.12,38477579
"거래대금","외국인","매도 (백만원)",2020.01,44088475
"거래대금","외국인","매도 (백만원)",2020.02,55207860
"거래대금","외국인","매도 (백만원)",2020.03,81576765
"거래대금","외국인","매도 (백만원)",2020.04,52522091
"거래대금","외국인","매도 (백만원)",2020.05,51012389
"거래대금","외국인","매도 (백만원)",2020.06,61243040
"거래대금","외국인","매도 (백만원)",2020.07,56752879
"거래대금","외국인","매도 (백만원)",2020.08,66033276
"거래대금","외국인","매도 (백만원)",2020.09,63452921
"거래대금","외국인","매도 (백만원)",2020.10,49265608
"거래대금","외국인","매도 (백만원)",2020.11,66860658
"거래대금","외국인","매도 (백만원)",2020.12,79256750
"거래대금","외국인","매도 (백만원)",2021.01,107753131
"거래대금","외국인","매도 (백만원)",2021.02,81747252
"거래대금","외국인","매도 (백만원)",2021.03,86424304
"거래대금","외국인","매도 (백만원)",2021.04,74335012
"거래대금","외국인","매도 (백만원)",2021.05,85255875
"거래대금","외국인","매도 (백만원)",2021.06,81947811
"거래대금","외국인","매도 (백만원)",2021.07,82925542
"거래대금","외국인","매도 (백만원)",2021.08,96638123
"거래대금","외국인","매도 (백만원)",2021.09,80853210
"거래대금","외국인","매도 (백만원)",2021.10,80413210
"거래대금","외국인","매도 (백만원)",2021.11,95092946
"거래대금","외국인","매도 (백만원)",2021.12,79751635
"거래대금","외국인","매도 (백만원)",2022.01,82830611
"거래대금","외국인","매도 (백만원)",2022.02,69872451
"거래대금","외국인","매도 (백만원)",2022.03,86652854
"거래대금","외국인","매도 (백만원)",2022.04,65723990
"거래대금","외국인","매도 (백만원)",2022.05,68539659
"거래대금","외국인","매도 (백만원)",2022.06,71174913
"거래대금","외국인","매도 (백만원)",2022.07,57154597
"거래대금","외국인","매도 (백만원)",2022.08,60523758
"거래대금","외국인","매도 (백만원)",2022.09,63915681
"거래대금","외국인","매도 (백만원)",2022.10,59224708
"거래대금","외국인","매도 (백만원)",2022.11,67371603
"거래대금","외국인","매도 (백만원)",2022.12,52152627
"거래대금","외국인","매도 (백만원)",2023.01,51431739
"거래대금","외국인","매도 (백만원)",2023.02,67684599
"거래대금","외국인","매도 (백만원)",2023.03,90317004
"거래대금","외국인","매도 (백만원)",2023.04,95315900
"거래대금","외국인","매도 (백만원)",2023.05,74136376
"거래대금","외국인","매도 (백만원)",2023.06,78089564
"거래대금","외국인","매도 (백만원)",2023.07,109463544
"거래대금","외국인","매도 (백만원)",2023.08,99352962
"거래대금","외국인","매도 (백만원)",2023.09,72789294
"거래대금","외국인","매도 (백만원)",2023.10,73048328
"거래대금","외국인","매도 (백만원)",2023.11,69600179
"거래대금","외국인","매도 (백만원)",2023.12,58897667
"거래대금","외국인","매도 (백만원)",2024.01,78420011
"거래대금","외국인","매도 (백만원)",2024.02,86728298
"거래대금","외국인","매도 (백만원)",2024.03,94344794
"거래대금","외국인","매도 (백만원)",2024.04,86384848
"거래대금","외국인","매도 (백만원)",2024.05,90103105
"거래대금","외국인","매도 (백만원)",2024.06,84441349
"거래대금","외국인","매수 (백만원)",2018.07,42174445
"거래대금","외국인","매수 (백만원)",2018.08,39392814
"거래대금","외국인","매수 (백만원)",2018.09,37244256
"거래대금","외국인","매수 (백만원)",2018.10,44904068
"거래대금","외국인","매수 (백만원)",2018.11,43019633
"거래대금","외국인","매수 (백만원)",2018.12,34380944
"거래대금","외국인","매수 (백만원)",2019.01,41337260
"거래대금","외국인","매수 (백만원)",2019.02,33430749
"거래대금","외국인","매수 (백만원)",2019.03,37683662
"거래대금","외국인","매수 (백만원)",2019.04,38987109
"거래대금","외국인","매수 (백만원)",2019.05,42949433
"거래대금","외국인","매수 (백만원)",2019.06,33039329
"거래대금","외국인","매수 (백만원)",2019.07,36693243
"거래대금","외국인","매수 (백만원)",2019.08,37382400
"거래대금","외국인","매수 (백만원)",2019.09,31538751
"거래대금","외국인","매수 (백만원)",2019.10,37964379
"거래대금","외국인","매수 (백만원)",2019.11,38355505
"거래대금","외국인","매수 (백만원)",2019.12,39683633
"거래대금","외국인","매수 (백만원)",2020.01,43845115
"거래대금","외국인","매수 (백만원)",2020.02,51567025
"거래대금","외국인","매수 (백만원)",2020.03,68723914
"거래대금","외국인","매수 (백만원)",2020.04,47660255
"거래대금","외국인","매수 (백만원)",2020.05,46951163
"거래대금","외국인","매수 (백만원)",2020.06,60442863
"거래대금","외국인","매수 (백만원)",2020.07,57648471
"거래대금","외국인","매수 (백만원)",2020.08,63312152
"거래대금","외국인","매수 (백만원)",2020.09,62275399
"거래대금","외국인","매수 (백만원)",2020.10,48775230
"거래대금","외국인","매수 (백만원)",2020.11,72701947
"거래대금","외국인","매수 (백만원)",2020.12,78643003
"거래대금","외국인","매수 (백만원)",2021.01,101833081
"거래대금","외국인","매수 (백만원)",2021.02,79677534
"거래대금","외국인","매수 (백만원)",2021.03,84921194
"거래대금","외국인","매수 (백만원)",2021.04,74417763
"거래대금","외국인","매수 (백만원)",2021.05,76234108
"거래대금","외국인","매수 (백만원)",2021.06,81032146
"거래대금","외국인","매수 (백만원)",2021.07,78035991
"거래대금","외국인","매수 (백만원)",2021.08,90675967
"거래대금","외국인","매수 (백만원)",2021.09,81863548
"거래대금","외국인","매수 (백만원)",2021.10,76564569
"거래대금","외국인","매수 (백만원)",2021.11,98770453
"거래대금","외국인","매수 (백만원)",2021.12,83155984
"거래대금","외국인","매수 (백만원)",2022.01,79270636
"거래대금","외국인","매수 (백만원)",2022.02,70355575
"거래대금","외국인","매수 (백만원)",2022.03,82133507
"거래대금","외국인","매수 (백만원)",2022.04,59558413
"거래대금","외국인","매수 (백만원)",2022.05,68699825
"거래대금","외국인","매수 (백만원)",2022.06,65002737
"거래대금","외국인","매수 (백만원)",2022.07,58965427
"거래대금","외국인","매수 (백만원)",2022.08,64506340
"거래대금","외국인","매수 (백만원)",2022.09,61399959
"거래대금","외국인","매수 (백만원)",2022.10,62277671
"거래대금","외국인","매수 (백만원)",2022.11,71492468
"거래대금","외국인","매수 (백만원)",2022.12,50459976
"거래대금","외국인","매수 (백만원)",2023.01,57981203
"거래대금","외국인","매수 (백만원)",2023.02,68744269
"거래대금","외국인","매수 (백만원)",2023.03,89399486
"거래대금","외국인","매수 (백만원)",2023.04,96148949
"거래대금","외국인","매수 (백만원)",2023.05,78328889
"거래대금","외국인","매수 (백만원)",2023.06,76424128
"거래대금","외국인","매수 (백만원)",2023.07,110281918
"거래대금","외국인","매수 (백만원)",2023.08,98598672
"거래대금","외국인","매수 (백만원)",2023.09,70507036
"거래대금","외국인","매수 (백만원)",2023.10,69658708
"거래대금","외국인","매수 (백만원)",2023.11,73871233
"거래대금","외국인","매수 (백만원)",2023.12,62881882
"거래대금","외국인","매수 (백만원)",2024.01,81371628
