"산업별(1)","산업별(2)",시점,데이터
"기타서비스","소계",2010.04,2041.59
"기타서비스","소계",2010.05,1918.1
"기타서비스","소계",2010.06,1938.62
"기타서비스","소계",2010.07,1887.54
"기타서비스","소계",2010.08,1837.79
"기타서비스","소계",2010.09,1869.26
"기타서비스","소계",2010.10,1944.75
"기타서비스","소계",2010.11,1851.46
"기타서비스","소계",2010.12,1815.91
"기타서비스","소계",2011.01,1909.49
"기타서비스","소계",2011.02,1839.66
"기타서비스","소계",2011.03,1756.33
"기타서비스","소계",2011.04,1671.89
"기타서비스","소계",2011.05,1681.1
"기타서비스","소계",2011.06,1662.64
"기타서비스","소계",2011.07,1771.43
"기타서비스","소계",2011.08,1806.85
"기타서비스","소계",2011.09,1545.58
"기타서비스","소계",2011.10,1633.19
"기타서비스","소계",2011.11,1510.45
"기타서비스","소계",2011.12,1487.63
"기타서비스","소계",2012.01,1569.52
"기타서비스","소계",2012.02,1649.03
"기타서비스","소계",2012.03,1563.5
"기타서비스","소계",2012.04,1463.82
"기타서비스","소계",2012.05,1360.49
"기타서비스","소계",2012.06,1410.75
"기타서비스","소계",2012.07,1373.91
"기타서비스","소계",2012.08,1460.85
"기타서비스","소계",2012.09,1597.14
"기타서비스","소계",2012.10,1573.05
"기타서비스","소계",2012.11,1490.35
"기타서비스","소계",2012.12,1514.28
"기타서비스","소계",2013.01,1512.51
"기타서비스","소계",2013.02,1607.49
"기타서비스","소계",2013.03,1663.64
"기타서비스","소계",2013.04,1693.17
"기타서비스","소계",2013.05,1681.08
"기타서비스","소계",2013.06,1555.31
"기타서비스","소계",2013.07,1689.99
"기타서비스","소계",2013.08,1603.65
"기타서비스","소계",2013.09,1665.05
"기타서비스","소계",2013.10,1651.21
"기타서비스","소계",2013.11,1667.72
"기타서비스","소계",2013.12,1668.79
"기타서비스","소계",2014.01,1766.21
"기타서비스","소계",2014.02,1868.06
"기타서비스","소계",2014.03,1909.18
"기타서비스","소계",2014.04,1936.21
"기타서비스","소계",2014.05,1945.6
"기타서비스","소계",2014.06,1937.38
"기타서비스","소계",2014.07,2010.05
"기타서비스","소계",2014.08,2107.21
"기타서비스","소계",2014.09,1982.59
"기타서비스","소계",2014.10,1914.14
"기타서비스","소계",2014.11,1850.82
"기타서비스","소계",2014.12,1800.45
"기타서비스","소계",2015.01,1963.64
"기타서비스","소계",2015.02,2076.96
"기타서비스","소계",2015.03,2228.57
"기타서비스","소계",2015.04,2250.42
"기타서비스","소계",2015.05,2343.54
"기타서비스","소계",2015.06,2632.28
"기타서비스","소계",2015.07,2675.48
"기타서비스","소계",2015.08,2527.05
"기타서비스","소계",2015.09,2368.2
"기타서비스","소계",2015.10,2441.04
"기타서비스","소계",2015.11,2462.94
"기타서비스","소계",2015.12,2446.76
"기타서비스","소계",2016.01,2477.25
"기타서비스","소계",2016.02,2210.38
"기타서비스","소계",2016.03,2368.9
"기타서비스","소계",2016.04,2345.86
"기타서비스","소계",2016.05,2388.33
"기타서비스","소계",2016.06,2395.17
"기타서비스","소계",2016.07,2368.71
"기타서비스","소계",2016.08,2135.64
"기타서비스","소계",2016.09,2174.07
"기타서비스","소계",2016.10,1915.44
"기타서비스","소계",2016.11,1885.28
"기타서비스","소계",2016.12,1935.9
"기타서비스","소계",2017.01,1864.58
"기타서비스","소계",2017.02,1840.67
"기타서비스","소계",2017.03,1890.29
"기타서비스","소계",2017.04,1891.51
"기타서비스","소계",2017.05,1987.97
"기타서비스","소계",2017.06,2092.54
"기타서비스","소계",2017.07,2091.33
"기타서비스","소계",2017.08,2157.04
"기타서비스","소계",2017.09,2316.21
"기타서비스","소계",2017.10,2664.52
"기타서비스","소계",2017.11,3347.81
"기타서비스","소계",2017.12,3255.42
"기타서비스","소계",2018.01,3891.09
"기타서비스","소계",2018.02,3739.39
"기타서비스","소계",2018.03,3939.51
"기타서비스","소계",2018.04,3764.81
"기타서비스","소계",2018.05,3758.04
"기타서비스","소계",2018.06,3422.27
"기타서비스","소계",2018.07,2989.59
"기타서비스","소계",2018.08,3472.7
"기타서비스","소계",2018.09,3861
"기타서비스","소계",2018.10,2919.19
"기타서비스","소계",2018.11,3114.57
"기타서비스","소계",2018.12,3157.75
"기타서비스","소계",2019.01,3298.15
"기타서비스","소계",2019.02,3415.04
"기타서비스","소계",2019.03,3449.68
"기타서비스","소계",2019.04,3447.27
"기타서비스","소계",2019.05,3054.67
"기타서비스","소계",2019.06,2768.47
"기타서비스","소계",2019.07,2631.71
"기타서비스","소계",2019.08,2354.2
"기타서비스","소계",2019.09,2094.06
"기타서비스","소계",2019.10,2528.43
"기타서비스","소계",2019.11,2389.78
"기타서비스","소계",2019.12,2607.18
"기타서비스","소계",2020.01,2375.83
"기타서비스","소계",2020.02,2280.48
"기타서비스","소계",2020.03,2338.41
"기타서비스","소계",2020.04,2582.68
"기타서비스","소계",2020.05,3039.71
"기타서비스","소계",2020.06,3226.34
"기타서비스","소계",2020.07,3622.57
"기타서비스","소계",2020.08,4128.83
"기타서비스","소계",2020.09,3946.82
"기타서비스","소계",2020.10,3645.85
"기타서비스","소계",2020.11,4008.83
"기타서비스","소계",2020.12,4409.05
"기타서비스","소계",2021.01,3918.77
"기타서비스","소계",2021.02,3791.23
"기타서비스","소계",2021.03,3940.84
"기타서비스","소계",2021.04,3964.76
"기타서비스","소계",2021.05,3966.49
"기타서비스","소계",2021.06,4126.19
"기타서비스","소계",2021.07,3990.31
"기타서비스","소계",2021.08,4030.75
"기타서비스","소계",2021.09,3740.59
"기타서비스","소계",2021.10,3563.92
"기타서비스","소계",2021.11,3267.19
"기타서비스","소계",2021.12,3479.93
"기타서비스","소계",2022.01,2911.35
"기타서비스","소계",2022.02,2887.42
"기타서비스","소계",2022.03,3049.36
"기타서비스","소계",2022.04,2881.19
"기타서비스","소계",2022.05,2879.31
"기타서비스","소계",2022.06,2518.05
"기타서비스","소계",2022.07,2694.77
"기타서비스","소계",2022.08,2672.26
"기타서비스","소계",2022.09,2203.63
"기타서비스","소계",2022.10,2186.36
"기타서비스","소계",2022.11,2236.94
"기타서비스","소계",2022.12,2140.04
"기타서비스","소계",2023.01,2199.81
"기타서비스","소계",2023.02,2197.47
"기타서비스","소계",2023.03,2218.76
"기타서비스","소계",2023.04,2267.83
"기타서비스","소계",2023.05,2321.79
"기타서비스","소계",2023.06,2249.62
"기타서비스","소계",2023.07,2425.05
"기타서비스","소계",2023.08,2832.71
"기타서비스","소계",2023.09,2731.29
"기타서비스","소계",2023.10,2457.09
"기타서비스","소계",2023.11,2809.15
"기타서비스","소계",2023.12,3241.18
"기타서비스","소계",2024.01,2878.9
"기타서비스","소계",2024.02,3553.88
"기타서비스","소계",2024.03,3916.81
"기타서비스","소계",2024.04,3640.31
"기타서비스","소계",2024.05,3549.42
"기타서비스","소계",2024.06,3978.8
"통신방송서비스","계",2001.01,1547.2
"통신방송서비스","계",2001.02,1234.7
"통신방송서비스","계",2001.03,1198.9
"통신방송서비스","계",2001.04,1432.1
"통신방송서비스","계",2001.05,1380
"통신방송서비스","계",2001.06,1260.5
"통신방송서비스","계",2001.07,1179.2
"통신방송서비스","계",2001.08,1082.5
"통신방송서비스","계",2001.09,925.8
"통신방송서비스","계",2001.10,1130.7
"통신방송서비스","계",2001.11,1353.8
"통신방송서비스","계",2001.12,1460.7
"통신방송서비스","계",2002.01,1471
"통신방송서비스","계",2002.02,1526.8
"통신방송서비스","계",2002.03,1799.2
"통신방송서비스","계",2002.04,1475.8
"통신방송서비스","계",2002.05,1451.9
"통신방송서비스","계",2002.06,1370
"통신방송서비스","계",2002.07,1279.2
"통신방송서비스","계",2002.08,1285.7
"통신방송서비스","계",2002.09,1040.3
"통신방송서비스","계",2002.10,1052.2
"통신방송서비스","계",2002.11,1154.1
"통신방송서비스","계",2002.12,959.6
"통신방송서비스","계",2003.01,902.6
"통신방송서비스","계",2003.02,862.2
"통신방송서비스","계",2003.03,832.1
"통신방송서비스","계",2003.04,932.2
"통신방송서비스","계",2003.05,884.7
"통신방송서비스","계",2003.06,927
"통신방송서비스","계",2003.07,853.4
"통신방송서비스","계",2003.08,871
"통신방송서비스","계",2003.09,805.6
"통신방송서비스","계",2003.10,807.7
"통신방송서비스","계",2003.11,794.7
"통신방송서비스","계",2003.12,754.6
"통신방송서비스","계",2004.01,772.3
"통신방송서비스","계",2004.02,752.2
"통신방송서비스","계",2004.03,742
"통신방송서비스","계",2004.04,690.3
"통신방송서비스","계",2004.05,642.36
"통신방송서비스","계",2004.06,627.84
"통신방송서비스","계",2004.07,583.11
"통신방송서비스","계",2004.08,683.65
"통신방송서비스","계",2004.09,700
"통신방송서비스","계",2004.10,751.19
"통신방송서비스","계",2004.11,757.72
"통신방송서비스","계",2004.12,795.43
"통신방송서비스","계",2005.01,898.66
"통신방송서비스","계",2005.02,903.24
"통신방송서비스","계",2005.03,835.32
"통신방송서비스","계",2005.04,791.81
"통신방송서비스","계",2005.05,817.54
"통신방송서비스","계",2005.06,841.57
"통신방송서비스","계",2005.07,959.83
"통신방송서비스","계",2005.08,934.64
"통신방송서비스","계",2005.09,1010.74
"통신방송서비스","계",2005.10,979.88
"통신방송서비스","계",2005.11,1135.95
"통신방송서비스","계",2005.12,1190.78
"통신방송서비스","계",2006.01,1206.96
"통신방송서비스","계",2006.02,1174.09
"통신방송서비스","계",2006.03,1163.36
"통신방송서비스","계",2006.04,1342.59
"통신방송서비스","계",2006.05,1386.6
"통신방송서비스","계",2006.06,1290.01
"통신방송서비스","계",2006.07,1160.79
"통신방송서비스","계",2006.08,1252.52
"통신방송서비스","계",2006.09,1308.57
"통신방송서비스","계",2006.10,1326.17
"통신방송서비스","계",2006.11,1354.22
"통신방송서비스","계",2006.12,1314.5
"통신방송서비스","계",2007.01,1243.2
"통신방송서비스","계",2007.02,1334.62
"통신방송서비스","계",2007.03,1350.39
"통신방송서비스","계",2007.04,1369.82
"통신방송서비스","계",2007.05,1383.29
"통신방송서비스","계",2007.06,1416.63
"통신방송서비스","계",2007.07,1407.64
"통신방송서비스","계",2007.08,1352.45
"통신방송서비스","계",2007.09,1361.08
"통신방송서비스","계",2007.10,1354.87
"통신방송서비스","계",2007.11,1446.22
"통신방송서비스","계",2007.12,1354.35
"통신방송서비스","계",2008.01,1279.68
"통신방송서비스","계",2008.02,1276.64
"통신방송서비스","계",2008.03,1256.98
"통신방송서비스","계",2008.04,1150.75
"통신방송서비스","계",2008.05,1192.69
"통신방송서비스","계",2008.06,1139.08
"통신방송서비스","계",2008.07,1087.19
"통신방송서비스","계",2008.08,1076.38
"통신방송서비스","계",2008.09,978.87
"통신방송서비스","계",2008.10,758.87
"통신방송서비스","계",2008.11,725.18
"통신방송서비스","계",2008.12,753.68
"통신방송서비스","계",2009.01,810.22
"통신방송서비스","계",2009.02,753.12
"통신방송서비스","계",2009.03,786.41
"통신방송서비스","계",2009.04,960.18
"통신방송서비스","계",2009.05,998.78
"통신방송서비스","계",2009.06,881.45
"통신방송서비스","계",2009.07,911.7
"통신방송서비스","계",2009.08,934.72
"통신방송서비스","계",2009.09,972.41
"통신방송서비스","계",2009.10,958.55
"통신방송서비스","계",2009.11,929.12
"통신방송서비스","계",2009.12,957.97
"통신방송서비스","계",2010.01,926.96
"통신방송서비스","계",2010.02,955.19
"통신방송서비스","계",2010.03,978.62
"통신방송서비스","계",2010.04,997.4
"통신방송서비스","계",2010.05,1021.16
"통신방송서비스","계",2010.06,1043.03
"통신방송서비스","계",2010.07,1047.75
"통신방송서비스","계",2010.08,1094.83
"통신방송서비스","계",2010.09,1108.42
"통신방송서비스","계",2010.10,1183.09
"통신방송서비스","계",2010.11,1168.14
"통신방송서비스","계",2010.12,1133.55
"통신방송서비스","계",2011.01,1176.47
"통신방송서비스","계",2011.02,1102.54
"통신방송서비스","계",2011.03,1148.42
"통신방송서비스","계",2011.04,1134.92
"통신방송서비스","계",2011.05,1141.59
"통신방송서비스","계",2011.06,1072.51
"통신방송서비스","계",2011.07,1194.79
"통신방송서비스","계",2011.08,1102.97
"통신방송서비스","계",2011.09,1027.24
"통신방송서비스","계",2011.10,1118.53
"통신방송서비스","계",2011.11,1057.72
"통신방송서비스","계",2011.12,1041.34
"통신방송서비스","계",2012.01,1067.2
"통신방송서비스","계",2012.02,1161.12
"통신방송서비스","계",2012.03,1087.52
"통신방송서비스","계",2012.04,940.14
"통신방송서비스","계",2012.05,903.97
"통신방송서비스","계",2012.06,908.58
"통신방송서비스","계",2012.07,881.26
"통신방송서비스","계",2012.08,1001.25
"통신방송서비스","계",2012.09,1068
"통신방송서비스","계",2012.10,1120.54
"통신방송서비스","계",2012.11,1180.9
"통신방송서비스","계",2012.12,1179.57
"통신방송서비스","계",2013.01,1308.26
"통신방송서비스","계",2013.02,1357.91
"통신방송서비스","계",2013.03,1310.13
"통신방송서비스","계",2013.04,1470.39
"통신방송서비스","계",2013.05,1466.33
"통신방송서비스","계",2013.06,1454.57
"통신방송서비스","계",2013.07,1547.2
"통신방송서비스","계",2013.08,1433.74
"통신방송서비스","계",2013.09,1491.3
"통신방송서비스","계",2013.10,1462.88
"통신방송서비스","계",2013.11,1496.35
"통신방송서비스","계",2013.12,1555.64
"통신방송서비스","계",2014.01,1565.8
"통신방송서비스","계",2014.02,1614
"통신방송서비스","계",2014.03,1541.11
"통신방송서비스","계",2014.04,1592.98
"통신방송서비스","계",2014.05,1500.98
"통신방송서비스","계",2014.06,1495
"통신방송서비스","계",2014.07,1561.3
"통신방송서비스","계",2014.08,1601.09
"통신방송서비스","계",2014.09,1584.01
"통신방송서비스","계",2014.10,1385.3
"통신방송서비스","계",2014.11,1364.89
"통신방송서비스","계",2014.12,1386.41
"통신방송서비스","계",2015.01,1345.71
"통신방송서비스","계",2015.02,1488.54
"통신방송서비스","계",2015.03,1522.84
"통신방송서비스","계",2015.04,1651.44
"통신방송서비스","계",2015.05,1698.69
"통신방송서비스","계",2015.06,1671.57
"통신방송서비스","계",2015.07,1701.99
"통신방송서비스","계",2015.08,1748.73
"통신방송서비스","계",2015.09,1839.64
"통신방송서비스","계",2015.10,1723.09
"통신방송서비스","계",2015.11,1783.74
"통신방송서비스","계",2015.12,1695.89
"통신방송서비스","계",2016.01,1755.75
"통신방송서비스","계",2016.02,1638.41
"통신방송서비스","계",2016.03,1578.21
"통신방송서비스","계",2016.04,1624.01
"통신방송서비스","계",2016.05,1682.25
"통신방송서비스","계",2016.06,1602.41
"통신방송서비스","계",2016.07,1590.65
"통신방송서비스","계",2016.08,1547.01
"통신방송서비스","계",2016.09,1626.75
"통신방송서비스","계",2016.10,1552.58
"통신방송서비스","계",2016.11,1407.33
"통신방송서비스","계",2016.12,1559.9
"통신방송서비스","계",2017.01,1675.89
"통신방송서비스","계",2017.02,1683.04
"통신방송서비스","계",2017.03,1789.12
"통신방송서비스","계",2017.04,1695.74
"통신방송서비스","계",2017.05,1697.42
"통신방송서비스","계",2017.06,1701.28
"통신방송서비스","계",2017.07,1700.23
"통신방송서비스","계",2017.08,1691.69
"통신방송서비스","계",2017.09,1639.05
"통신방송서비스","계",2017.10,1695.9
"통신방송서비스","계",2017.11,1764.39
"통신방송서비스","계",2017.12,1896.13
"통신방송서비스","계",2018.01,1872.46
"통신방송서비스","계",2018.02,1764.79
"통신방송서비스","계",2018.03,1825.48
"통신방송서비스","계",2018.04,1822.36
"통신방송서비스","계",2018.05,1812.83
"통신방송서비스","계",2018.06,1954.4
"통신방송서비스","계",2018.07,1770.61
"통신방송서비스","계",2018.08,1883.09
"통신방송서비스","계",2018.09,1854.6
"통신방송서비스","계",2018.10,1682.34
"통신방송서비스","계",2018.11,1723.21
"통신방송서비스","계",2018.12,1550.08
"통신방송서비스","계",2019.01,1642.14
"통신방송서비스","계",2019.02,1743.01
"통신방송서비스","계",2019.03,1713.27
"통신방송서비스","계",2019.04,1677.12
"통신방송서비스","계",2019.05,1526.46
"통신방송서비스","계",2019.06,1478.26
"통신방송서비스","계",2019.07,1392.04
"통신방송서비스","계",2019.08,1359.53
"통신방송서비스","계",2019.09,1408.42
"통신방송서비스","계",2019.10,1363.93
"통신방송서비스","계",2019.11,1289.51
"통신방송서비스","계",2019.12,1326.43
"통신방송서비스","계",2020.01,1205.59
"통신방송서비스","계",2020.02,1117.09
"통신방송서비스","계",2020.03,941.51
"통신방송서비스","계",2020.04,1171.09
"통신방송서비스","계",2020.05,1162.39
"통신방송서비스","계",2020.06,1062.44
"통신방송서비스","계",2020.07,1099.9
"통신방송서비스","계",2020.08,1167.95
"통신방송서비스","계",2020.09,1296.27
"통신방송서비스","계",2020.10,1293.21
"통신방송서비스","계",2020.11,1363.72
"통신방송서비스","계",2020.12,1377.84
"통신방송서비스","계",2021.01,1419.04
"통신방송서비스","계",2021.02,1416.48
"통신방송서비스","계",2021.03,1509.23
"통신방송서비스","계",2021.04,1490.64
"통신방송서비스","계",2021.05,1625.68
"통신방송서비스","계",2021.06,1757.77
"통신방송서비스","계",2021.07,1616.27
"통신방송서비스","계",2021.08,1554.88
"통신방송서비스","계",2021.09,1518.18
"통신방송서비스","계",2021.10,1647.72
"통신방송서비스","계",2021.11,1308.54
"통신방송서비스","계",2021.12,1414.84
"통신방송서비스","계",2022.01,1239.31
"통신방송서비스","계",2022.02,1302.2
"통신방송서비스","계",2022.03,1387.16
"통신방송서비스","계",2022.04,1334.28
"통신방송서비스","계",2022.05,1285.85
"통신방송서비스","계",2022.06,1025.24
"통신방송서비스","계",2022.07,1120.88
"통신방송서비스","계",2022.08,1109.06
"통신방송서비스","계",2022.09,970.57
"통신방송서비스","계",2022.10,956.21
"통신방송서비스","계",2022.11,1045.94
"통신방송서비스","계",2022.12,1078.73
"통신방송서비스","계",2023.01,1147.92
"통신방송서비스","계",2023.02,1129.83
"통신방송서비스","계",2023.03,1016.88
"통신방송서비스","계",2023.04,938.13
"통신방송서비스","계",2023.05,924.56
"통신방송서비스","계",2023.06,856.41
"통신방송서비스","계",2023.07,823.37
"통신방송서비스","계",2023.08,813.07
"통신방송서비스","계",2023.09,780.21
"통신방송서비스","계",2023.10,722.95
"통신방송서비스","계",2023.11,880.59
"통신방송서비스","계",2023.12,876.14
"통신방송서비스","계",2024.01,842.51
"통신방송서비스","계",2024.02,906.35
"통신방송서비스","계",2024.03,929.69
"통신방송서비스","계",2024.04,866.78
"통신방송서비스","계",2024.05,907.72
"통신방송서비스","계",2024.06,849.31
"통신방송서비스","통신서비스",2001.01,1571.8
"통신방송서비스","통신서비스",2001.02,1232.6
"통신방송서비스","통신서비스",2001.03,1212.3
"통신방송서비스","통신서비스",2001.04,1447.3
"통신방송서비스","통신서비스",2001.05,1366
"통신방송서비스","통신서비스",2001.06,1235.6
"통신방송서비스","통신서비스",2001.07,1163.2
"통신방송서비스","통신서비스",2001.08,1059.4
"통신방송서비스","통신서비스",2001.09,891.3
"통신방송서비스","통신서비스",2001.10,1109.4
"통신방송서비스","통신서비스",2001.11,1334
"통신방송서비스","통신서비스",2001.12,1404.9
"통신방송서비스","통신서비스",2002.01,1362.8
"통신방송서비스","통신서비스",2002.02,1373
"통신방송서비스","통신서비스",2002.03,1616.9
"통신방송서비스","통신서비스",2002.04,1284.5
"통신방송서비스","통신서비스",2002.05,1303.4
"통신방송서비스","통신서비스",2002.06,1224.8
"통신방송서비스","통신서비스",2002.07,1118.3
"통신방송서비스","통신서비스",2002.08,1120.4
"통신방송서비스","통신서비스",2002.09,930.2
"통신방송서비스","통신서비스",2002.10,954.7
"통신방송서비스","통신서비스",2002.11,1042.5
"통신방송서비스","통신서비스",2002.12,868.2
"통신방송서비스","통신서비스",2003.01,796.5
"통신방송서비스","통신서비스",2003.02,745.9
"통신방송서비스","통신서비스",2003.03,731.3
"통신방송서비스","통신서비스",2003.04,816.5
"통신방송서비스","통신서비스",2003.05,737.5
"통신방송서비스","통신서비스",2003.06,794
"통신방송서비스","통신서비스",2003.07,734.1
"통신방송서비스","통신서비스",2003.08,745.2
"통신방송서비스","통신서비스",2003.09,689.9
"통신방송서비스","통신서비스",2003.10,701.2
"통신방송서비스","통신서비스",2003.11,691.6
"통신방송서비스","통신서비스",2003.12,641.8
"통신방송서비스","통신서비스",2004.01,677.7
"통신방송서비스","통신서비스",2004.02,663
"통신방송서비스","통신서비스",2004.03,646.1
"통신방송서비스","통신서비스",2004.04,590.9
"통신방송서비스","통신서비스",2004.05,585.76
"통신방송서비스","통신서비스",2004.06,552.51
"통신방송서비스","통신서비스",2004.07,530.21
"통신방송서비스","통신서비스",2004.08,618.68
"통신방송서비스","통신서비스",2004.09,632.48
"통신방송서비스","통신서비스",2004.10,666.05
"통신방송서비스","통신서비스",2004.11,652.93
"통신방송서비스","통신서비스",2004.12,667.22
"통신방송서비스","통신서비스",2005.01,762.15
"통신방송서비스","통신서비스",2005.02,723.37
"통신방송서비스","통신서비스",2005.03,640.75
"통신방송서비스","통신서비스",2005.04,587.07
"통신방송서비스","통신서비스",2005.05,613.21
"통신방송서비스","통신서비스",2005.06,630.21
"통신방송서비스","통신서비스",2005.07,713.37
"통신방송서비스","통신서비스",2005.08,690.19
"통신방송서비스","통신서비스",2005.09,728.2
"통신방송서비스","통신서비스",2005.10,685.36
"통신방송서비스","통신서비스",2005.11,787.79
"통신방송서비스","통신서비스",2005.12,794.63
"통신방송서비스","통신서비스",2006.01,839.59
"통신방송서비스","통신서비스",2006.02,859.05
"통신방송서비스","통신서비스",2006.03,886.21
"통신방송서비스","통신서비스",2006.04,1087.07
"통신방송서비스","통신서비스",2006.05,1217.99
"통신방송서비스","통신서비스",2006.06,1139.92
"통신방송서비스","통신서비스",2006.07,986.08
"통신방송서비스","통신서비스",2006.08,1096.62
"통신방송서비스","통신서비스",2006.09,1137.61
"통신방송서비스","통신서비스",2006.10,1153.81
"통신방송서비스","통신서비스",2006.11,1169.81
"통신방송서비스","통신서비스",2006.12,1117.41
"통신방송서비스","통신서비스",2007.01,1087.29
"통신방송서비스","통신서비스",2007.02,1193.9
"통신방송서비스","통신서비스",2007.03,1215.31
"통신방송서비스","통신서비스",2007.04,1206.52
"통신방송서비스","통신서비스",2007.05,1221.87
"통신방송서비스","통신서비스",2007.06,1223.84
"통신방송서비스","통신서비스",2007.07,1185.43
"통신방송서비스","통신서비스",2007.08,1151.15
"통신방송서비스","통신서비스",2007.09,1169.92
"통신방송서비스","통신서비스",2007.10,1188.58
"통신방송서비스","통신서비스",2007.11,1343.73
"통신방송서비스","통신서비스",2007.12,1256.31
"통신방송서비스","통신서비스",2008.01,1177.83
"통신방송서비스","통신서비스",2008.02,1162.36
"통신방송서비스","통신서비스",2008.03,1113.5
"통신방송서비스","통신서비스",2008.04,1003.45
"통신방송서비스","통신서비스",2008.05,1037.49
"통신방송서비스","통신서비스",2008.06,965.01
"통신방송서비스","통신서비스",2008.07,896.31
"통신방송서비스","통신서비스",2008.08,882.97
"통신방송서비스","통신서비스",2008.09,739.92
"통신방송서비스","통신서비스",2008.10,650.15
"통신방송서비스","통신서비스",2008.11,616.46
"통신방송서비스","통신서비스",2008.12,635.59
"통신방송서비스","통신서비스",2009.01,700.79
"통신방송서비스","통신서비스",2009.02,599.07
"통신방송서비스","통신서비스",2009.03,601.56
"통신방송서비스","통신서비스",2009.04,707.8
"통신방송서비스","통신서비스",2009.05,719.14
"통신방송서비스","통신서비스",2009.06,652.85
"통신방송서비스","통신서비스",2009.07,682.67
"통신방송서비스","통신서비스",2009.08,661.36
"통신방송서비스","통신서비스",2009.09,686.44
"통신방송서비스","통신서비스",2009.10,650.69
"통신방송서비스","통신서비스",2009.11,595.78
"통신방송서비스","통신서비스",2009.12,636.67
"통신방송서비스","통신서비스",2010.01,691.23
"통신방송서비스","통신서비스",2010.02,705.91
"통신방송서비스","통신서비스",2010.03,742.01
"통신방송서비스","통신서비스",2010.04,730.43
"통신방송서비스","통신서비스",2010.05,752.5
"통신방송서비스","통신서비스",2010.06,749.32
"통신방송서비스","통신서비스",2010.07,686.23
"통신방송서비스","통신서비스",2010.08,691.77
"통신방송서비스","통신서비스",2010.09,706.35
"통신방송서비스","통신서비스",2010.10,718.02
"통신방송서비스","통신서비스",2010.11,708.41
"통신방송서비스","통신서비스",2010.12,714.68
"통신방송서비스","통신서비스",2011.01,668.85
"통신방송서비스","통신서비스",2011.02,621.97
"통신방송서비스","통신서비스",2011.03,646.71
"통신방송서비스","통신서비스",2011.04,585.64
"통신방송서비스","통신서비스",2011.05,560.28
"통신방송서비스","통신서비스",2011.06,562.9
"통신방송서비스","통신서비스",2011.07,608.7
"통신방송서비스","통신서비스",2011.08,515.79
"통신방송서비스","통신서비스",2011.09,482.39
"통신방송서비스","통신서비스",2011.10,533.31
"통신방송서비스","통신서비스",2011.11,494.61
"통신방송서비스","통신서비스",2011.12,495.27
"통신방송서비스","통신서비스",2012.01,492.89
"통신방송서비스","통신서비스",2012.02,540.68
"통신방송서비스","통신서비스",2012.03,530.5
"통신방송서비스","통신서비스",2012.04,500.55
"통신방송서비스","통신서비스",2012.05,450.55
"통신방송서비스","통신서비스",2012.06,469.56
"통신방송서비스","통신서비스",2012.07,464.44
"통신방송서비스","통신서비스",2012.08,511.11
"통신방송서비스","통신서비스",2012.09,571.94
"통신방송서비스","통신서비스",2012.10,591.62
"통신방송서비스","통신서비스",2012.11,643.23
"통신방송서비스","통신서비스",2012.12,633.87
"통신방송서비스","통신서비스",2013.01,671.25
"통신방송서비스","통신서비스",2013.02,644.87
"통신방송서비스","통신서비스",2013.03,610.01
"통신방송서비스","통신서비스",2013.04,723.28
"통신방송서비스","통신서비스",2013.05,715.98
"통신방송서비스","통신서비스",2013.06,686.77
"통신방송서비스","통신서비스",2013.07,728.9
"통신방송서비스","통신서비스",2013.08,685.31
"통신방송서비스","통신서비스",2013.09,659.07
"통신방송서비스","통신서비스",2013.10,646.9
"통신방송서비스","통신서비스",2013.11,626.95
"통신방송서비스","통신서비스",2013.12,636.32
"통신방송서비스","통신서비스",2014.01,691.55
"통신방송서비스","통신서비스",2014.02,719.36
"통신방송서비스","통신서비스",2014.03,671.19
"통신방송서비스","통신서비스",2014.04,695.54
"통신방송서비스","통신서비스",2014.05,626.63
"통신방송서비스","통신서비스",2014.06,614.04
"통신방송서비스","통신서비스",2014.07,632.84
"통신방송서비스","통신서비스",2014.08,654
"통신방송서비스","통신서비스",2014.09,816.85
"통신방송서비스","통신서비스",2014.10,796.81
"통신방송서비스","통신서비스",2014.11,740.66
"통신방송서비스","통신서비스",2014.12,736.1
"통신방송서비스","통신서비스",2015.01,752.13
"통신방송서비스","통신서비스",2015.02,781.25
"통신방송서비스","통신서비스",2015.03,804.51
"통신방송서비스","통신서비스",2015.04,901.68
"통신방송서비스","통신서비스",2015.05,891.47
"통신방송서비스","통신서비스",2015.06,812.52
"통신방송서비스","통신서비스",2015.07,1063.95
"통신방송서비스","통신서비스",2015.08,1025.18
"통신방송서비스","통신서비스",2015.09,1159.59
"통신방송서비스","통신서비스",2015.10,1123.53
"통신방송서비스","통신서비스",2015.11,1193.65
"통신방송서비스","통신서비스",2015.12,1020.17
"통신방송서비스","통신서비스",2016.01,1020.69
"통신방송서비스","통신서비스",2016.02,967.54
"통신방송서비스","통신서비스",2016.03,952.4
"통신방송서비스","통신서비스",2016.04,987.54
"통신방송서비스","통신서비스",2016.05,993.25
"통신방송서비스","통신서비스",2016.06,1053.72
"통신방송서비스","통신서비스",2016.07,999.26
"통신방송서비스","통신서비스",2016.08,975.94
"통신방송서비스","통신서비스",2016.09,981.92
"통신방송서비스","통신서비스",2016.10,913.75
"통신방송서비스","통신서비스",2016.11,856.35
"통신방송서비스","통신서비스",2016.12,925.43
"통신방송서비스","통신서비스",2017.01,879.41
"통신방송서비스","통신서비스",2017.02,872.94
"통신방송서비스","통신서비스",2017.03,888.54
